07-12-2018 15:04:20 [<module>:243] INFO : Initializing TPC-C benchmark using MongodbDriver
  ORDER_STATUS    9               0.0638144016266 141.03 txn/s    
  PAYMENT         105             57.6863939762   1.82 txn/s      
  STOCK_LEVEL     9               0.134741783142  66.79 txn/s     
------------------------------------------------------------------
  TOTAL           249             59.9494280815   4.15 txn/s      
07-12-2018 16:05:33 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              2.18698787689   5.03 txn/s      
  NEW_ORDER       101             0.541170358658  186.63 txn/s    
  ORDER_STATUS    13              0.102249145508  127.14 txn/s    
  PAYMENT         105             60.0305199623   1.75 txn/s      
  STOCK_LEVEL     10              0.164158344269  60.92 txn/s     
------------------------------------------------------------------
  TOTAL           240             63.0250856876   3.81 txn/s      
07-12-2018 16:05:33 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               0.95035982132   9.47 txn/s      
  NEW_ORDER       87              0.315426826477  275.82 txn/s    
  ORDER_STATUS    10              0.0892672538757 112.02 txn/s    
  PAYMENT         93              62.6325809956   1.48 txn/s      
  STOCK_LEVEL     9               0.146764993668  61.32 txn/s     
------------------------------------------------------------------
  TOTAL           208             64.1343998909   3.24 txn/s      
07-12-2018 16:05:33 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.754571199417  6.63 txn/s      
  NEW_ORDER       65              0.297495126724  218.49 txn/s    
  ORDER_STATUS    4               0.0238990783691 167.37 txn/s    
  PAYMENT         60              63.1567804813   0.95 txn/s      
  STOCK_LEVEL     4               0.0585327148438 68.34 txn/s     
------------------------------------------------------------------
  TOTAL           138             64.2912786007   2.15 txn/s      
07-12-2018 16:05:34 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.23297095299   7.30 txn/s      
  NEW_ORDER       146             0.614833831787  237.46 txn/s    
  ORDER_STATUS    13              0.0796296596527 163.26 txn/s    
  PAYMENT         138             59.9448981285   2.30 txn/s      
  STOCK_LEVEL     14              0.230136632919  60.83 txn/s     
------------------------------------------------------------------
  TOTAL           320             62.1024692059   5.15 txn/s      
07-12-2018 16:05:34 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.179249763489  16.74 txn/s     
  NEW_ORDER       28              0.0998957157135 280.29 txn/s    
  PAYMENT         21              63.5614204407   0.33 txn/s      
  STOCK_LEVEL     2               0.0297541618347 67.22 txn/s     
------------------------------------------------------------------
  TOTAL           54              63.8703200817   0.85 txn/s      
07-12-2018 16:05:34 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.043380022049  23.05 txn/s     
  NEW_ORDER       46              0.19534277916   235.48 txn/s    
  ORDER_STATUS    7               0.0729742050171 95.92 txn/s     
  PAYMENT         41              64.698423624    0.63 txn/s      
  STOCK_LEVEL     3               0.0706470012665 42.46 txn/s     
------------------------------------------------------------------
  TOTAL           98              65.0807676315   1.51 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.175729990005  11.38 txn/s     
  NEW_ORDER       68              0.415461540222  163.67 txn/s    
  ORDER_STATUS    4               0.0486509799957 82.22 txn/s     
  PAYMENT         65              61.1978094578   1.06 txn/s      
  STOCK_LEVEL     7               0.103496789932  67.63 txn/s     
------------------------------------------------------------------
  TOTAL           146             61.9411487579   2.36 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.0872478485107 11.46 txn/s     
  NEW_ORDER       49              0.242782831192  201.83 txn/s    
  ORDER_STATUS    4               0.0304667949677 131.29 txn/s    
  PAYMENT         42              59.9426083565   0.70 txn/s      
  STOCK_LEVEL     3               0.0325520038605 92.16 txn/s     
------------------------------------------------------------------
  TOTAL           99              60.335657835    1.64 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.368894100189  10.84 txn/s     
  NEW_ORDER       61              0.261672735214  233.12 txn/s    
  ORDER_STATUS    7               0.0718920230865 97.37 txn/s     
  PAYMENT         52              61.1646442413   0.85 txn/s      
  STOCK_LEVEL     5               0.133692026138  37.40 txn/s     
------------------------------------------------------------------
  TOTAL           129             62.000795126    2.08 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.344957828522  8.70 txn/s      
  NEW_ORDER       76              0.309665441513  245.43 txn/s    
  ORDER_STATUS    11              0.0915100574493 120.21 txn/s    
  PAYMENT         71              60.0599472523   1.18 txn/s      
  STOCK_LEVEL     4               0.0449159145355 89.06 txn/s     
------------------------------------------------------------------
  TOTAL           165             60.8509964943   2.71 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               0.888845682144  9.00 txn/s      
  NEW_ORDER       105             0.500690221786  209.71 txn/s    
  ORDER_STATUS    6               0.0686941146851 87.34 txn/s     
  PAYMENT         87              64.102124691    1.36 txn/s      
  STOCK_LEVEL     15              0.270250320435  55.50 txn/s     
------------------------------------------------------------------
  TOTAL           221             65.8306050301   3.36 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.30286979675   6.14 txn/s      
  NEW_ORDER       76              0.311501502991  243.98 txn/s    
  ORDER_STATUS    4               0.0190489292145 209.99 txn/s    
  PAYMENT         88              61.1325047016   1.44 txn/s      
  STOCK_LEVEL     8               0.103204011917  77.52 txn/s     
------------------------------------------------------------------
  TOTAL           184             62.8691289425   2.93 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        12              1.21691203117   9.86 txn/s      
  NEW_ORDER       124             0.567037820816  218.68 txn/s    
  ORDER_STATUS    6               0.0572872161865 104.74 txn/s    
  PAYMENT         109             63.4628171921   1.72 txn/s      
  STOCK_LEVEL     6               0.140237808228  42.78 txn/s     
------------------------------------------------------------------
  TOTAL           257             65.4442920685   3.93 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.709880113602  7.04 txn/s      
  NEW_ORDER       77              0.400689840317  192.17 txn/s    
  ORDER_STATUS    11              0.152060985565  72.34 txn/s     
  PAYMENT         65              60.4616074562   1.08 txn/s      
  STOCK_LEVEL     6               0.100026369095  59.98 txn/s     
------------------------------------------------------------------
  TOTAL           164             61.8242647648   2.65 txn/s      
07-12-2018 16:05:35 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.344206094742  8.72 txn/s      
  NEW_ORDER       92              0.457712173462  201.00 txn/s    
  ORDER_STATUS    9               0.0786149501801 114.48 txn/s    
  PAYMENT         87              60.1699800491   1.45 txn/s      
  STOCK_LEVEL     3               0.0483908653259 62.00 txn/s     
------------------------------------------------------------------
  TOTAL           194             61.0989041328   3.18 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.29032254219   5.43 txn/s      
  NEW_ORDER       59              0.312686443329  188.69 txn/s    
  ORDER_STATUS    3               0.0233318805695 128.58 txn/s    
  PAYMENT         71              60.5114643574   1.17 txn/s      
  STOCK_LEVEL     1               0.0136170387268 73.44 txn/s     
------------------------------------------------------------------
  TOTAL           141             62.1514222622   2.27 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 66 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.00729227066   6.95 txn/s      
  NEW_ORDER       57              0.373153448105  152.75 txn/s    
  ORDER_STATUS    6               0.0621912479401 96.48 txn/s     
  PAYMENT         54              65.3627061844   0.83 txn/s      
  STOCK_LEVEL     3               0.0754799842834 39.75 txn/s     
------------------------------------------------------------------
  TOTAL           127             66.8808231354   1.90 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.22372364998   7.35 txn/s      
  NEW_ORDER       75              0.326898336411  229.43 txn/s    
  ORDER_STATUS    5               0.0314800739288 158.83 txn/s    
  PAYMENT         85              62.1021161079   1.37 txn/s      
  STOCK_LEVEL     7               0.0879530906677 79.59 txn/s     
------------------------------------------------------------------
  TOTAL           181             63.7721712589   2.84 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.232905864716  8.59 txn/s      
  NEW_ORDER       66              0.284727096558  231.80 txn/s    
  ORDER_STATUS    5               0.0310890674591 160.83 txn/s    
  PAYMENT         78              59.4734420776   1.31 txn/s      
  STOCK_LEVEL     6               0.0769124031067 78.01 txn/s     
------------------------------------------------------------------
  TOTAL           157             60.0990765095   2.61 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.831716060638  8.42 txn/s      
  NEW_ORDER       77              0.376611948013  204.45 txn/s    
  ORDER_STATUS    4               0.0759489536285 52.67 txn/s     
  PAYMENT         81              58.6819183826   1.38 txn/s      
  STOCK_LEVEL     2               0.0190317630768 105.09 txn/s    
------------------------------------------------------------------
  TOTAL           171             59.985227108    2.85 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        10              1.35628581047   7.37 txn/s      
  NEW_ORDER       124             0.526709079742  235.42 txn/s    
  ORDER_STATUS    4               0.0177390575409 225.49 txn/s    
  PAYMENT         139             61.6526048183   2.25 txn/s      
  STOCK_LEVEL     12              0.189893245697  63.19 txn/s     
------------------------------------------------------------------
  TOTAL           289             63.7432320118   4.53 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.912046909332  5.48 txn/s      
  NEW_ORDER       57              0.273164987564  208.67 txn/s    
  ORDER_STATUS    5               0.052104473114  95.96 txn/s     
  PAYMENT         66              60.7201681137   1.09 txn/s      
  STOCK_LEVEL     9               0.155685424805  57.81 txn/s     
------------------------------------------------------------------
  TOTAL           142             62.1131699085   2.29 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        14              1.7194647789    8.14 txn/s      
  NEW_ORDER       118             0.570665359497  206.78 txn/s    
  ORDER_STATUS    8               0.0552458763123 144.81 txn/s    
  PAYMENT         115             59.454385519    1.93 txn/s      
  STOCK_LEVEL     9               0.134915590286  66.71 txn/s     
------------------------------------------------------------------
  TOTAL           264             61.934677124    4.26 txn/s      
07-12-2018 16:05:36 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        14              2.3241584301    6.02 txn/s      
  NEW_ORDER       113             0.682971715927  165.45 txn/s    
  ORDER_STATUS    7               0.08851146698   79.09 txn/s     
  PAYMENT         98              59.7043464184   1.64 txn/s      
  STOCK_LEVEL     12              0.254584550858  47.14 txn/s     
------------------------------------------------------------------
  TOTAL           244             63.0545725822   3.87 txn/s      
07-12-2018 16:05:37 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.232291936874  8.61 txn/s      
  NEW_ORDER       86              0.343505859375  250.36 txn/s    
  ORDER_STATUS    6               0.0337569713593 177.74 txn/s    
  PAYMENT         82              60.0140652657   1.37 txn/s      
  STOCK_LEVEL     16              0.228154659271  70.13 txn/s     
------------------------------------------------------------------
  TOTAL           192             60.8517746925   3.16 txn/s      
07-12-2018 16:05:37 [execute:084] INFO : ==================================================================
Execution Results after 68 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.868623256683  6.91 txn/s      
  NEW_ORDER       44              0.27076792717   162.50 txn/s    
  ORDER_STATUS    3               0.0454878807068 65.95 txn/s     
  PAYMENT         42              66.6799545288   0.63 txn/s      
  STOCK_LEVEL     8               0.116180419922  68.86 txn/s     
------------------------------------------------------------------
  TOTAL           103             67.9810140133   1.52 txn/s      
07-12-2018 16:05:37 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              1.03742432594   10.60 txn/s     
  NEW_ORDER       76              0.354028224945  214.67 txn/s    
  ORDER_STATUS    5               0.0349440574646 143.09 txn/s    
  PAYMENT         71              58.4690692425   1.21 txn/s      
  STOCK_LEVEL     10              0.151974201202  65.80 txn/s     
------------------------------------------------------------------
  TOTAL           173             60.047440052    2.88 txn/s      
07-12-2018 16:05:38 [execute:084] INFO : ==================================================================
Execution Results after 66 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.4417719841    11.32 txn/s     
  NEW_ORDER       72              0.335423946381  214.65 txn/s    
  ORDER_STATUS    2               0.0126938819885 157.56 txn/s    
  PAYMENT         58              65.4682896137   0.89 txn/s      
  STOCK_LEVEL     3               0.108217000961  27.72 txn/s     
------------------------------------------------------------------
  TOTAL           140             66.3663964272   2.11 txn/s      
07-12-2018 16:05:38 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        13              1.62213921547   8.01 txn/s      
  NEW_ORDER       161             0.853712558746  188.59 txn/s    
  ORDER_STATUS    13              0.134170770645  96.89 txn/s     
  PAYMENT         125             61.9431347847   2.02 txn/s      
  STOCK_LEVEL     13              0.264502048492  49.15 txn/s     
------------------------------------------------------------------
  TOTAL           325             64.8176593781   5.01 txn/s      
07-12-2018 16:05:39 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.54502892494   5.83 txn/s      
  NEW_ORDER       89              0.393653869629  226.09 txn/s    
  ORDER_STATUS    10              0.062716960907  159.45 txn/s    
  PAYMENT         88              59.6859323978   1.47 txn/s      
  STOCK_LEVEL     9               0.129153966904  69.68 txn/s     
------------------------------------------------------------------
  TOTAL           205             61.8164861202   3.32 txn/s      
07-12-2018 16:05:39 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.181571960449  11.01 txn/s     
  NEW_ORDER       52              0.200885057449  258.85 txn/s    
  ORDER_STATUS    6               0.0467050075531 128.47 txn/s    
  PAYMENT         43              59.9806160927   0.72 txn/s      
  STOCK_LEVEL     4               0.056981086731  70.20 txn/s     
------------------------------------------------------------------
  TOTAL           107             60.4667592049   1.77 txn/s      
07-12-2018 16:05:39 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.609327793121  9.85 txn/s      
  NEW_ORDER       130             0.565634012222  229.83 txn/s    
  ORDER_STATUS    10              0.0489268302917 204.39 txn/s    
  PAYMENT         112             66.0071914196   1.70 txn/s      
  STOCK_LEVEL     11              0.121534109116  90.51 txn/s     
------------------------------------------------------------------
  TOTAL           269             67.3526141644   3.99 txn/s      
07-12-2018 16:05:39 [execute:084] INFO : ==================================================================
Execution Results after 69 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               0.825656890869  10.90 txn/s     
  NEW_ORDER       79              0.398805141449  198.09 txn/s    
  ORDER_STATUS    5               0.0422940254211 118.22 txn/s    
  PAYMENT         55              68.2820012569   0.81 txn/s      
  STOCK_LEVEL     9               0.138031005859  65.20 txn/s     
------------------------------------------------------------------
  TOTAL           157             69.6867883205   2.25 txn/s      
07-12-2018 16:05:40 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.626442909241  7.98 txn/s      
  NEW_ORDER       101             0.463841438293  217.75 txn/s    
  ORDER_STATUS    10              0.0767979621887 130.21 txn/s    
  PAYMENT         78              59.6146743298   1.31 txn/s      
  STOCK_LEVEL     6               0.100086688995  59.95 txn/s     
------------------------------------------------------------------
  TOTAL           200             60.8818433285   3.29 txn/s      
07-12-2018 16:05:40 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        10              0.839287757874  11.91 txn/s     
  NEW_ORDER       58              0.289687156677  200.22 txn/s    
  ORDER_STATUS    7               0.0440740585327 158.82 txn/s    
  PAYMENT         69              58.8169138432   1.17 txn/s      
  STOCK_LEVEL     3               0.0224900245667 133.39 txn/s    
------------------------------------------------------------------
  TOTAL           147             60.0124528408   2.45 txn/s      
07-12-2018 16:05:40 [execute:084] INFO : ==================================================================
Execution Results after 68 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        14              1.48678827286   9.42 txn/s      
  NEW_ORDER       120             0.510191202164  235.21 txn/s    
  ORDER_STATUS    6               0.064596414566  92.88 txn/s     
  PAYMENT         96              65.9351856709   1.46 txn/s      
  STOCK_LEVEL     17              0.26801776886   63.43 txn/s     
------------------------------------------------------------------
  TOTAL           253             68.2647793293   3.71 txn/s      
07-12-2018 16:05:40 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.563541889191  10.65 txn/s     
  NEW_ORDER       70              0.31564950943   221.76 txn/s    
  ORDER_STATUS    4               0.0298535823822 133.99 txn/s    
  PAYMENT         73              59.8409152031   1.22 txn/s      
  STOCK_LEVEL     2               0.0268368721008 74.52 txn/s     
------------------------------------------------------------------
  TOTAL           155             60.7767970562   2.55 txn/s      
07-12-2018 16:05:40 [execute:084] INFO : ==================================================================
Execution Results after 68 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.741439342499  9.44 txn/s      
  NEW_ORDER       109             0.53541302681   203.58 txn/s    
  ORDER_STATUS    12              0.102197170258  117.42 txn/s    
  PAYMENT         104             67.0440945625   1.55 txn/s      
  STOCK_LEVEL     18              0.305481433868  58.92 txn/s     
------------------------------------------------------------------
  TOTAL           250             68.728625536    3.64 txn/s      
07-12-2018 16:05:41 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.93720531464   3.61 txn/s      
  NEW_ORDER       74              0.332516431808  222.55 txn/s    
  ORDER_STATUS    8               0.109243869781  73.23 txn/s     
  PAYMENT         71              57.5381205082   1.23 txn/s      
  STOCK_LEVEL     4               0.0528197288513 75.73 txn/s     
------------------------------------------------------------------
  TOTAL           164             59.9699058533   2.73 txn/s      
07-12-2018 16:05:42 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.378738880157  13.20 txn/s     
  NEW_ORDER       90              0.337916135788  266.34 txn/s    
  ORDER_STATUS    5               0.0325539112091 153.59 txn/s    
  PAYMENT         87              66.6151874065   1.31 txn/s      
  STOCK_LEVEL     9               0.127817153931  70.41 txn/s     
------------------------------------------------------------------
  TOTAL           196             67.4922134876   2.90 txn/s      
07-12-2018 16:05:42 [execute:084] INFO : ==================================================================
Execution Results after 72 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.581050872803  8.61 txn/s      
  NEW_ORDER       81              0.384932279587  210.43 txn/s    
  ORDER_STATUS    11              0.088770866394  123.91 txn/s    
  PAYMENT         86              71.3434472084   1.21 txn/s      
  STOCK_LEVEL     4               0.0470521450043 85.01 txn/s     
------------------------------------------------------------------
  TOTAL           187             72.4452533722   2.58 txn/s      
07-12-2018 16:05:42 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.789381027222  8.87 txn/s      
  NEW_ORDER       104             0.60679101944   171.39 txn/s    
  ORDER_STATUS    14              0.152025938034  92.09 txn/s     
  PAYMENT         79              61.7744178772   1.28 txn/s      
  STOCK_LEVEL     8               0.143114089966  55.90 txn/s     
------------------------------------------------------------------
  TOTAL           212             63.4657299519   3.34 txn/s      
07-12-2018 16:05:42 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.849944829941  8.24 txn/s      
  NEW_ORDER       58              0.231221437454  250.84 txn/s    
  ORDER_STATUS    5               0.0411598682404 121.48 txn/s    
  PAYMENT         46              61.7401852608   0.75 txn/s      
  STOCK_LEVEL     7               0.208451747894  33.58 txn/s     
------------------------------------------------------------------
  TOTAL           123             63.0709631443   1.95 txn/s      
07-12-2018 16:05:43 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.730520963669  6.84 txn/s      
  NEW_ORDER       27              0.0899395942688 300.20 txn/s    
  ORDER_STATUS    4               0.0371370315552 107.71 txn/s    
  PAYMENT         38              59.1806514263   0.64 txn/s      
  STOCK_LEVEL     2               0.0376541614532 53.11 txn/s     
------------------------------------------------------------------
  TOTAL           76              60.0759031773   1.27 txn/s      
07-12-2018 16:05:46 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.47383236885   4.75 txn/s      
  NEW_ORDER       67              0.282814502716  236.90 txn/s    
  ORDER_STATUS    7               0.0567972660065 123.25 txn/s    
  PAYMENT         94              58.1533184052   1.62 txn/s      
  STOCK_LEVEL     5               0.0902183055878 55.42 txn/s     
------------------------------------------------------------------
  TOTAL           180             60.0569808483   3.00 txn/s      
07-12-2018 16:05:47 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.13864684105   7.90 txn/s      
  NEW_ORDER       110             0.634244680405  173.43 txn/s    
  ORDER_STATUS    13              0.112828493118  115.22 txn/s    
  PAYMENT         101             61.6378853321   1.64 txn/s      
  STOCK_LEVEL     11              0.24295592308   45.28 txn/s     
------------------------------------------------------------------
  TOTAL           244             63.7665612698   3.83 txn/s      
07-12-2018 16:05:47 [execute:084] INFO : ==================================================================
Execution Results after 75 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.457794904709  8.74 txn/s      
  NEW_ORDER       39              0.15580534935   250.31 txn/s    
  ORDER_STATUS    5               0.0332577228546 150.34 txn/s    
  PAYMENT         58              75.0964324474   0.77 txn/s      
  STOCK_LEVEL     3               0.0261054039001 114.92 txn/s    
------------------------------------------------------------------
  TOTAL           109             75.7693958282   1.44 txn/s      
07-12-2018 16:05:49 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.528026103973  7.58 txn/s      
  NEW_ORDER       96              0.540361642838  177.66 txn/s    
  ORDER_STATUS    9               0.0915160179138 98.34 txn/s     
  PAYMENT         89              59.2339885235   1.50 txn/s      
  STOCK_LEVEL     9               0.116168498993  77.47 txn/s     
------------------------------------------------------------------
  TOTAL           207             60.5100607872   3.42 txn/s      
07-12-2018 16:05:50 [execute:084] INFO : ==================================================================
Execution Results after 79 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        10              0.957828044891  10.44 txn/s     
  NEW_ORDER       107             0.533548116684  200.54 txn/s    
  ORDER_STATUS    7               0.0616829395294 113.48 txn/s    
  PAYMENT         110             77.9252419472   1.41 txn/s      
  STOCK_LEVEL     17              0.267337322235  63.59 txn/s     
------------------------------------------------------------------
  TOTAL           251             79.7456383705   3.15 txn/s      
07-12-2018 16:05:51 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.21503305435   7.41 txn/s      
  NEW_ORDER       83              0.45086812973   184.09 txn/s    
  ORDER_STATUS    6               0.0485980510712 123.46 txn/s    
  PAYMENT         62              58.2078437805   1.07 txn/s      
  STOCK_LEVEL     6               0.1203520298    49.85 txn/s     
------------------------------------------------------------------
  TOTAL           166             60.0426950455   2.76 txn/s      
07-12-2018 16:05:52 [execute:084] INFO : ==================================================================
Execution Results after 80 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               1.01632881165   4.92 txn/s      
  NEW_ORDER       72              0.386123418808  186.47 txn/s    
  ORDER_STATUS    7               0.0499169826508 140.23 txn/s    
  PAYMENT         77              79.1217038631   0.97 txn/s      
  STOCK_LEVEL     5               0.0490281581879 101.98 txn/s    
------------------------------------------------------------------
  TOTAL           166             80.6231012344   2.06 txn/s      
07-12-2018 16:05:54 [execute:084] INFO : ==================================================================
Execution Results after 60 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.85085606575   4.70 txn/s      
  NEW_ORDER       59              0.280386447906  210.42 txn/s    
  ORDER_STATUS    7               0.0711555480957 98.38 txn/s     
  PAYMENT         65              59.0230305195   1.10 txn/s      
  STOCK_LEVEL     4               0.0597021579742 67.00 txn/s     
------------------------------------------------------------------
  TOTAL           139             60.2851307392   2.31 txn/s      
07-12-2018 16:06:00 [execute:084] INFO : ==================================================================
Execution Results after 82 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        10              1.25836873055   7.95 txn/s      
  NEW_ORDER       80              0.4536921978    176.33 txn/s    
  ORDER_STATUS    7               0.0611255168915 114.52 txn/s    
  PAYMENT         63              80.6370506287   0.78 txn/s      
  STOCK_LEVEL     7               0.109999895096  63.64 txn/s     
------------------------------------------------------------------
  TOTAL           167             82.520236969    2.02 txn/s      
07-12-2018 16:06:05 [execute:084] INFO : ==================================================================
Execution Results after 72 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.326276779175  12.26 txn/s     
  NEW_ORDER       31              0.148280620575  209.06 txn/s    
  ORDER_STATUS    4               0.0321967601776 124.24 txn/s    
  PAYMENT         46              71.457750082    0.64 txn/s      
  STOCK_LEVEL     4               0.0616028308868 64.93 txn/s     
------------------------------------------------------------------
  TOTAL           89              72.0261070728   1.24 txn/s      
07-12-2018 16:06:07 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
